text,lang,id,political,racial/ethnic,religious,gender/sexual,vilification,dehumanization,extreme_language,lack_of_empathy,stereotype,invalidation,other,polarization
अभी भी समय बचा हुआ है।   Shift the #ICCCricketWorldCup2019   In India.😂😂  We need rain.  @BCCI  @ICC   @imVkohli   @msdhoni   @hardikpandya7   @SDhawan25     #ShameOnICC,eng,hasoc_en_123,0,0,0,0,0,0,0,0,0,0,0,0
@aditi_hbl Proactive? Directive from above !! .. it is shameful interpretation from a journalist .  Every movement has a turning point ...   It is Now or Never   #DoctorsFightBack   #StopViolenceAgainstDoctors https://t.co/HFOFwA8S5M,eng,hasoc_en_126,0,0,0,0,0,0,1,0,0,0,1,1
#etsy shop: Benedict Donald so called president is a traitor Short-Sleeve Unisex T-Shirt https://t.co/cFqiGN6kbT #clothing #shirt #streetwear #trump #impeach #treason #traitor #fucktrump #impeachtrump https://t.co/bd7A6awiqb,eng,hasoc_en_128,1,0,0,0,0,0,0,0,0,0,0,1
Trump downplays the time he said he’d take help from foreign actors offering dirt on 2020 Dems #Resist #ResistTrump #FuckTrump https://t.co/BPodenyc5R,eng,hasoc_en_129,1,0,0,0,0,0,0,0,0,0,0,1
@UROCKlive1 He’s had the worst numbers of any president ever. Theres not much “Lower” to go. #TrumpIsATraitor,eng,hasoc_en_130,0,0,0,0,0,0,0,0,0,0,0,0
@BrianKarem @realDonaldTrump Pay no attention to the draft dodging charlatan behind the curtain! LOL!   #fucktrump #DumbDonnyTheDraftDodgingDotard #DraftDodgerDonny,eng,hasoc_en_131,0,0,0,0,0,0,0,0,0,0,0,0
#shameonicc  English:#ShameOnICC   Indian daily soaps: Bahr aapki thoo-thoo ho rhi h znab  @aryashekhar67 🤣😂🤣,eng,hasoc_en_132,0,0,0,0,0,0,0,0,0,0,0,0
Has someone really just sent me a snap whilst doing 90mph in a lorry??? #dickhead,eng,hasoc_en_133,0,0,0,0,0,0,1,0,0,0,1,1
@FreemantlePaul @realDonaldTrump @FoxNews Which hurts you the most? Duel citizenship,eng,hasoc_en_134,0,0,0,0,0,0,0,0,0,0,0,0
Fck the US tho and #fucktrump https://t.co/Wyc6RQW02x,eng,hasoc_en_135,0,0,0,0,0,0,0,0,0,0,0,0
@smiller4002 @therealkevinTE I just got back on Twitter a few weeks ago! I don’t have many followers so feel free to add me! 🤘🏻🇺🇸 #fucktrump,eng,hasoc_en_137,0,0,0,0,0,0,0,0,0,0,0,0
@realDonaldTrump 50% APPROVAL TO RESIGN!!!    #FUCKTRUMP  #FUCKTHATPUTO,eng,hasoc_en_138,0,0,0,0,0,0,1,0,0,0,1,1
#TrumpIsATraitor Call your Member of Congress https://t.co/PgH3jk4NYa,eng,hasoc_en_139,0,0,0,0,0,0,0,0,0,0,0,0
@TheRealOJ32 “getting even”  ? lock up the cutlery #murderer,eng,hasoc_en_141,0,0,0,0,0,0,0,0,0,0,0,0
#INDvNZ | Cricket fans are venting their frustration with #ShameOnICC tweets and wondering why the ground staff could not cover the entire ground when the rain warning was given in advance.     Take a look at these tweets:    https://t.co/OL8AV678w6,eng,hasoc_en_144,0,0,0,0,0,0,0,0,0,0,0,0
Trump doesn’t know what the Hell he is talking about!!!!    He can’t help but spew B*llshit!!!   He’s a Disgrace &amp,eng,hasoc_en_146,1,0,0,0,0,0,1,0,0,0,0,1
#TrumpIsATraitor #TheResistance  Don't get me wrong there's nothing funny about what Trump said. On the other hand this is really amusing.  https://t.co/dQvwSpp29i,eng,hasoc_en_147,1,0,0,0,0,0,0,0,0,0,0,1
@itsJeffTiedrich Oh he definitely would’ve sold out everybody. #trumpisatraitor #TrumpMustResign,eng,hasoc_en_149,0,0,0,0,0,0,0,0,0,0,0,0
#FuckTrump 💩    $41-million settlement in 'Central Park Five' case gets final approval https://t.co/ftsnNXyAdi,eng,hasoc_en_150,0,0,0,0,0,0,0,0,0,0,0,0
@cenkuygur You are. False journalists with agendas on none existant fabrications. #douchebag,eng,hasoc_en_151,0,0,0,0,0,0,0,0,0,0,0,0
Goddamit #fucktrump https://t.co/wLiQVcOCtG,eng,hasoc_en_152,0,0,0,0,0,0,0,0,0,0,0,0
No @GOP lawmakers with any guts? #TrumpIsATraitor https://t.co/acklHaRMZz,eng,hasoc_en_155,0,0,0,0,0,0,0,0,0,0,0,0
It could be the Tom &amp,eng,hasoc_en_157,0,0,0,0,0,0,0,0,0,0,0,0
I love the selective memory &amp,eng,hasoc_en_159,0,0,0,0,0,0,0,0,0,0,0,0
@The_OJSimpson32 You know what else is crazy is when a murderer has to play the race card to get off &amp,eng,hasoc_en_160,0,0,0,0,0,0,0,0,0,0,0,0
@ICC #ShameOnICC Now plz stop it...,eng,hasoc_en_161,0,0,0,0,0,0,0,0,0,0,0,0
What a honorable noble human being huh . #douchebag https://t.co/wlXSvtRPGh,eng,hasoc_en_164,0,0,0,0,0,0,0,0,0,0,0,0
@realDonaldTrump Russian elected twit is #PutinsPuppet #TrumpIsATraitor https://t.co/8BHnUobBlE,eng,hasoc_en_166,0,0,0,0,0,0,0,0,0,0,0,0
Oak Tree Given To #IdiotTrump By# Macron Dies Under Mysterious Circumstances https://t.co/GPhQL0PZvg,eng,hasoc_en_167,0,0,0,0,0,0,0,0,0,0,0,0
HUMP DAY #9   @Unite2020 #FUCKTRUMP #VoteBlueNoMatterWho   @SoZooMe1   @LittleItalyPic   @CJ_isnowblue   @TerriDF   @umacoopa1   @fuckthewall2019 💩🤣  @ras4800   @heyjude831   @moonyeensghost   @donnaleeforte   @JimMick67  @TweetFiction   @SpacialK3   @Barbara27Morris   @candynorthgirl https://t.co/BEl6AI65kf,eng,hasoc_en_168,0,0,0,0,0,0,0,0,0,0,0,0
#FuckTrump and his Birthday https://t.co/DmJBHyp9fi,eng,hasoc_en_169,0,0,0,0,0,0,0,0,0,0,0,0
@gainedgod Ex army men &amp,eng,hasoc_en_171,0,0,0,0,0,0,0,0,0,0,0,0
@RealDeanCain It's pretty pathetic to have a social media acct dedicated to hating someone. 🙄 Ironic those people chanting things like #LoveTrumpsHate #LoveISLove are the same ones who say #FuckTrump. Hypocrites.,eng,hasoc_en_172,0,0,0,0,0,0,0,0,0,0,0,0
“The One” who Slays Aussies 🏏 @SDhawan25     #INDvAUS #CWC2019 #cwc19  #DhoniKeepsTheGlove,eng,hasoc_en_173,0,0,0,0,0,0,0,0,0,0,0,0
@realDonaldTrump @USArmy Happy John McCain Day Cadet Bonespurs! #JohnMcCainDay #TrumpIsATraitor,eng,hasoc_en_175,0,0,0,0,0,0,0,0,0,0,0,0
@realDonaldTrump Has she gone looking for any remaining fragments of her soul? #Trump #TrumpIsATraitor,eng,hasoc_en_176,1,0,0,0,0,0,0,0,0,0,0,1
@DevinCow @KimEGoldman Followed Ms. Goldman yesterday and blocked the #MURDERER yesterday. I've followed you since that bad boy sued you. Please follow me! https://t.co/K0dzRp5qEk,eng,hasoc_en_177,0,0,0,0,0,0,0,0,0,0,0,0
1 Stop Fashion Women Kurta  @ Rs.199 (mrp-1107)    https://t.co/xX3qfYe1kb    More 1 Stop Fashion Offers    https://t.co/PtVllOwFv9    https://t.co/xX3qfYe1kb    #DoctorsFightBack #SaveBengal #amazon #flipkart #deals #dealoftheday #amazingdeals #offers #discount #JaiShreeRam #ModiForAll,eng,hasoc_en_179,0,0,0,0,0,0,0,0,0,0,0,0
@GOP @realDonaldTrump 🇺🇸The best way to show your   commitment to real criminal justice   reform would be to get rid of the   criminal in the White House. NOW!    #TrumpIsATraitor  #DoSomethingGOP,eng,hasoc_en_181,0,1,0,0,0,0,0,0,0,0,0,1
@HuffPost FBI agents Struck and Paige were fired because they exercised freedom of speech speech #TrumpIsATraitor #45IsAcriminal #TrumpCrimeFamily #McConnellMustGo #McConnellChaoCorruption,eng,hasoc_en_182,0,0,0,0,0,0,0,0,0,0,0,0
Correct. Now is not the time for moderation. You cannot be moderate with your head inside the tiger's mouth. #FuckTrump https://t.co/IwEk3oZA1k,eng,hasoc_en_183,0,0,0,0,0,0,0,0,0,0,0,0
Like Seriously!!! This is what i literally tell my friends everyday!    #Health #water #hydrated #healthy #WorldBloodDonorDay #NBAFinals #FridayMotivation #FridayFeeling #ShameonICC #WeTheNorth #instagramdown #India #meme #SarcasmOnly https://t.co/t2FpSEY823,eng,hasoc_en_184,0,0,0,0,0,0,1,0,0,0,1,1
#stopboris #BorisJohnsonShouldNotBePM   #borisdoesnotrepresentme   #C4Debate   @chessmartinez     What an inspirational woman you are Francesca...    https://t.co/Dc592xcidO,eng,hasoc_en_185,0,0,0,1,0,0,0,0,0,0,0,1
A billion Cricket fans waited four years to watch how it rains in England and how the cricket grounds are becoming swimming pools  #ShameOnICC   #CWC19 https://t.co/2Q27mU6WAC,eng,hasoc_en_186,0,0,0,0,0,0,0,0,0,0,0,0
@FinancialXpress i appeal to all doctors through this channel ...    that   if you all are doing strike then do for years for all the responsible not for the common people who are helpless....    You all are second god .......    #DoctorsFightBack #Doctor,eng,hasoc_en_188,0,0,0,0,0,0,0,0,0,0,0,0
“Ron Goldman’s sister hails him as ‘hero’ in first interview since OJ Simpson trial” Source: https://t.co/MYxrFSPqqb #RonGoldman #KimGoldman #FredGoldman #NicoleBrownSimpson #OJ #OJSimpson #TheJuice #Murderer,eng,hasoc_en_189,0,0,0,0,0,0,0,0,0,0,0,0
@Gen_VKSingh @msdhoni @ICC I fully endorse You Sir.....     This is about our #NationalPride .......     I am of the Opinion #DhoniKeepsTheGlove,eng,hasoc_en_190,0,0,0,0,0,0,0,0,0,0,0,0
@realDonaldTrump Happy #JohnMcCainDay   #fucktrump   #AmericansForImpeachment,eng,hasoc_en_191,0,0,0,0,0,0,0,0,0,0,0,0
Trump's GOP allies privately cringe at dirt comments #Resist #ResistTrump #FuckTrump https://t.co/2wyFNQtdNY,eng,hasoc_en_192,1,0,0,0,0,0,0,0,0,0,0,1
If u r living today it's bcoz of doctors.. #Savethedoctors #DoctorsFightBack #MamataLosingControl @MamataOfficial .... https://t.co/Wf0F0WLBM8,eng,hasoc_en_193,0,0,0,0,0,0,0,0,0,0,0,0
Must Listen! I Stand With NRS https://t.co/hIRyPeDsCO via @YouTube #NRS #SAVEDOCTORS #India #NEWS #WestBengal #MamataLosingControl #DoctorsFightBack #DoctorsStrike #DoctorsProtest,eng,hasoc_en_194,0,0,0,0,0,0,0,0,0,0,0,0
Anderson Cooper: All of Trump's threats were about nothing #Resist #ResistTrump #FuckTrump https://t.co/4jKzZnKTh3,eng,hasoc_en_195,1,0,0,0,0,0,0,0,0,0,0,1
@ICC Have some sense 😂 Just creating issue out of nothing #DhoniKeepsTheGlove,eng,hasoc_en_196,0,0,0,0,0,0,0,0,0,0,0,0
#DhoniKeepTheGlove dear icc you may not know but that logo is not political nor religious it is a logo of a army regiment so ms dhoni did nothing wrong #DhoniKeepsTheGlove  icc please research on it,eng,hasoc_en_197,0,0,0,0,0,0,0,0,0,0,0,0
I knew the police wouldn’t do anything. So I am doing something. Feel how you will. I don’t care. Just be safe. His Twitter is beardedweirdness. Don’t kill him. #rapist #MeToo #becareful #arthurcampos,eng,hasoc_en_198,0,0,0,0,0,0,1,0,0,0,1,1
#ShameOnICC focuses on Ground instead of doing Glove issue. Already I paid for the ticket.😂 https://t.co/Nx5Hr69nuf,eng,hasoc_en_200,0,0,0,0,0,0,0,0,0,0,0,0
@tedlieu @tricia_resists @KellyannePolls @realDonaldTrump #FireKellyanne #TrumpIsATraitor  #McCainsAHero #JohnMcCainDayJune14 and do not forget #PenceKnewEverything,eng,hasoc_en_202,0,0,0,0,0,0,0,0,0,0,0,0
Trump says Kim has 'kept his word' hours after Bolton said he hasn't #Resist #ResistTrump #FuckTrump https://t.co/2pK4D11eTh,eng,hasoc_en_203,1,0,0,0,0,0,0,0,0,0,0,1
Here are things you must know if you're Hindu.    #WorldBloodDonorDay #ShameOnICC #SaveBengal #FridayFeeling #SCOSummit2019 #MenInBlackReview #TheUnmissableMeeting #doctorsstrike #ENGvWI #spiritual #cultural #hindu #hinduism #ABrandNewDayOutNow https://t.co/rELbYCGpH3,eng,hasoc_en_204,0,0,0,0,0,0,0,0,0,0,0,0
@SweetFreedom29 @IbraheemSamirah @DLoesch Progressives like this fool love these kinds of weapons #Murderer,eng,hasoc_en_206,0,0,0,0,0,0,0,0,0,0,0,0
@YourStoryCo #ICCWorldCup2019 will turn out to be a swimming competition. #ShameOnICC,eng,hasoc_en_207,0,0,0,0,0,0,0,0,0,0,0,0
@4YrsToday @erichards24 HAPPY JOHN MC CAIN DAY! #fucktrump #trumpcolluded #lazysumbitch,eng,hasoc_en_208,0,0,0,0,0,0,0,0,0,0,0,0
Pete Buttigieg just gave his first foreign policy speech. He offered 5 clear proposals. #Resist #ResistTrump #FuckTrump https://t.co/fScveRX4Ms,eng,hasoc_en_209,0,0,0,0,0,0,0,0,0,0,0,0
Whats @Swamy39 priority in life?    #ModiJiPleaseInkoKaamDo     #AbortionIsMurder #INDvAUS #AUSvIND #INDvsAUS #DhoniKeepTheGlove #JusticeForTwinkleSharma #JusticeForFarishta #Bharat #FreePrashantNow #DhoniKeepsTheGlove #WestBengal #Tirupati #GabbarisBack #SachinOpensAgain #starc,eng,hasoc_en_210,0,0,0,0,0,0,0,0,0,0,0,0
#DoctorsProtest #DoctorsStrike #DoctorStrike #DoctorsFightBack #DoctorsUnderOppression #Doctors     REMEMBER DR. KAFEEL KHAN FROM #UttarPradesh ❓    HE WAS JAILED BY @myogiadityanath GOVERNMENT‼️    #Doctors SHOULD HAVE FOUGHT BACK THEN TOO‼️    ANYTHING POLITICAL ABOUT IT ‼️❓ https://t.co/D9wy9wyEG9,eng,hasoc_en_212,0,0,0,0,0,0,1,0,0,0,1,1
@realDonaldTrump You are a crook and a national embarrassment.  #FUCKTRUMP  #impeach45  Happy #JohnMcCainDay,eng,hasoc_en_213,0,0,0,0,0,0,0,0,0,0,0,0
@Conservatives a 'Johnson' is slang for a penis. #Dickhead #NominativeDeterminism  #ToriesOut #PeoplesVote #Blindingobvious,eng,hasoc_en_214,0,0,0,0,0,0,0,0,0,0,0,0
Japanese internment camp all over again but with latinos kids!  This shit is going way too far now!!  Family separation has been upgraded!!! #FuckTrump #Bernie2020 #BernieSanders https://t.co/0BcRJVno0e,eng,hasoc_en_215,0,0,0,0,0,0,1,0,0,0,1,1
And what who are they going to gun down loser Trump in the WH? #dickhead https://t.co/DiJhvonXhv,eng,hasoc_en_216,1,0,0,0,0,0,0,0,0,0,0,1
Thats The Story Of Indian Batting....When Our Top-3 Clicks...We Dont Need Any Stable No.4...We Just Need Finishers🤩 #GermanyCheersForIndia #INDvAUS #ICCWorldCup2019 #AUSvIND #AusVsInd #Dhoni #DhoniKeepsTheGlove #Shikhar #Rohit #Kohli #pandya,eng,hasoc_en_217,0,0,0,0,0,0,0,0,0,0,0,0
#womensrights #humanrights #fucktrump  'U.S. court rules against #Trump administration in immigrant teen abortion case' - https://t.co/1JXH2TLgtE,eng,hasoc_en_218,1,1,0,0,0,0,0,0,0,0,0,1
UAE investors hit as dodgy #halal firm #IMAJewels folds up in India https://t.co/Pk6ZWP7jOY #Imafraud #Imascam #Bengaluru #Ponzi #UAE #Halal,eng,hasoc_en_220,0,0,0,0,0,0,0,0,0,0,0,0
@GOP @realDonaldTrump I suppose he'll be celebrating his birthday at one of his golf properties on taxpayer money??    #TrumpIsATraitor   #ResignAndGiveAmericaAGift https://t.co/lKubflbFXw,eng,hasoc_en_221,0,0,0,0,0,0,1,0,0,0,1,1
What's wrong there!??  Rain is interrupted @ England!  #shameonICC #ENGvWI #Rain    Can we see a complete match today?,eng,hasoc_en_225,0,0,0,0,0,0,1,0,0,0,1,1
If required boycott tournament. #DhoniKeepTheGlove #DhoniKeepsTheGlove #Dhoni,eng,hasoc_en_226,0,0,0,0,0,0,0,0,0,0,0,0
The Press is not the enemy of the people. #TrumpIsATraitor #JohnMcCainDayJune14th https://t.co/LDsUKmQfrk,eng,hasoc_en_227,0,0,0,0,0,0,0,0,0,0,0,0
@JohnJHarwood Gag reflex kicking in. #TrumpIsATraitor,eng,hasoc_en_229,0,0,0,0,0,0,0,0,0,0,0,0
@realDonaldTrump @NCGOP #FuckTrump  I will never forget what you did to the #CentralParkFive!  Now known as the #ExoneratedFive https://t.co/hD7EXJiI2b,eng,hasoc_en_231,0,0,0,0,0,0,0,0,0,0,0,0
@JayneInnes With you there Councillor #BorisJohnsonShouldNotBePM,eng,hasoc_en_232,0,0,0,0,0,0,0,0,0,0,0,0
Some of the GOP in Congress I find utterly disgusting. It’s almost impossible to listen to them try to justify fucked up trump. It’s really disheartening #FuckTrump #FuckTheGOP,eng,hasoc_en_234,1,0,0,0,0,0,0,0,0,0,0,1
@jaketapper And he looks like a bag of guts. #TrumpIsATraitor,eng,hasoc_en_235,0,0,0,0,0,0,0,0,0,0,0,0
#DhoniKeepsTheGlove  We support Dhoni... It's pride of India...,eng,hasoc_en_238,0,0,0,0,0,0,0,0,0,0,0,0
@PastorelliGia who are these ppl replying to you and why are they annoying #fucktrump,eng,hasoc_en_239,0,0,0,0,0,0,0,0,0,0,0,0
I think word cup should be conducted by BCCI. ICC doesn't have enough funds to cover ground also😂😂  #ShameOnICC,eng,hasoc_en_240,0,0,0,0,0,0,0,0,0,0,0,0
@RepAdamSchiff Walk around Adam Shifty's #LA district and then tell me what kind of a politician he is. #douchebag,eng,hasoc_en_241,0,0,0,0,0,0,0,0,0,0,0,0
Doctors of #Khurda district headquarters hospital join all-India protest against violence on junior doctors in West Bengal by wearing black badges #DoctorsFightBack #DoctorsStrike #Odisha https://t.co/Ytj1BrYEAk,eng,hasoc_en_244,0,1,0,0,0,0,0,0,0,0,0,1
Disappointment Remains #ShameOnICC https://t.co/g5ou0TLN3I,eng,hasoc_en_246,0,0,0,0,0,0,0,0,0,0,0,0
#shameonicc from my childhood I didn't watched a rainy world cup session like this. Waited 4 years to watch this rainy #CWC19 cup will be shared by all the participant countries.,eng,hasoc_en_247,0,0,0,0,0,0,0,0,0,0,0,0
#DhoniKeepsTheGlove Salute to the  Para Spl forces &amp,eng,hasoc_en_248,0,0,0,0,0,0,0,0,0,0,0,0
@TheRealOJ32 Why are you on Twitter instead of out tracking down the REAL killer?    Ha ha ha!!!    #Murderer,eng,hasoc_en_251,0,0,0,0,0,0,1,0,0,0,1,1
IMA jewels grand opening at Jayanagar interview with CEO of IMA Group Mansoor Ali khan with Media Supporter #IMA  #IMAJewelsFraud #IMAJewels  #IMAScam #IMAFraud  #MansoorKhan #Bangalore https://t.co/jwIVO34fsR,eng,hasoc_en_252,0,0,0,0,0,0,0,0,0,0,0,0
More excited to see Dhoni's gloves than to watch Australia bat! #AUSvIND #WorldCup2019 #DhoniKeepsTheGlove????,eng,hasoc_en_253,0,0,0,0,0,0,1,0,0,0,1,1
The new world cup trophy.   #ShameOnICC . https://t.co/e1dly8r8En,eng,hasoc_en_254,0,0,0,0,0,0,0,0,0,0,0,0
I stand by the Doctors who are fighting for their respect &amp,eng,hasoc_en_256,0,0,0,0,0,0,0,0,0,0,0,0
@Securitee1 @TheStaukBox @DidnTrump @lou_bruette @Bubbaflaco @Qhappiness17 @booda_cat @BustTheGop @wotrwokr @drewand1212 @skeeduu @WVLiberalVoter @juliefpc @HindleyDan @JandFinthecity @Vickie627 @RoseWoo15096108 @JeffHarperArt @SagArcher @ColePratt88 @Tru,eng,hasoc_en_258,0,0,0,0,0,0,0,0,0,0,0,0
fire meth barbie  #TrumpsWorseThanNixon #ResignOrBeImpeached @realDonaldTrump #BillionDollarLoser #FakePresident #TrumpCrimeFamily #ImpeachTrump #TrumpMustResign @funder @SHSanders45 #StableGenius #BeBest #PutinsGOP #CadetBoneSpurs #TrumpsAnInternationalDisgrace #TrumpIsATraitor https://t.co/zzEMgjvJlc,eng,hasoc_en_259,0,0,0,0,0,0,0,0,0,0,0,0
'''Those who protect you should save themselves''  .............Thats our duty....  👍👍👍🙏🙏🙏🙏🙏  #SaveTheDoctors  #DoctorsFightBack   #DoctorsProtest   #DoctorsStrike,eng,hasoc_en_260,0,0,0,0,0,0,0,0,0,0,0,0
The silence at the abuse our female colleagues face on a daily basis is deafening.     #DoctorsFightBack #doctors_against_assualt #DoctorStrike #DoctorsProtest #HEALTH #India #WomenInMedicine #women #WomenRights #HEALTH https://t.co/NejiotTMDu,eng,hasoc_en_261,0,0,0,0,0,0,0,0,0,0,0,0
This is a #rapist https://t.co/3deSjIsZjt,eng,hasoc_en_262,0,0,0,0,0,0,0,0,0,0,0,0
I. can. not. wait #fucktrump it's #JohnMcCainDayJune14th https://t.co/27e3aFmoqX,eng,hasoc_en_263,0,0,0,0,0,0,0,0,0,0,0,0
I am not satisfy this verdict.   We want more than this... #Rapist https://t.co/VD0wo8sC5w,eng,hasoc_en_264,0,0,0,0,0,0,0,0,0,0,0,0
#India should withdraw from #CWC19 in protest.  #BalidanBadge has more honour than playing a World Cup.  #DhoniKeepTheGlove   #DhoniKeSaathDesh #DhoniKeepsTheGlove   #DhoniVsICC   #Dhoni https://t.co/j0iAou1QSW,eng,hasoc_en_265,0,0,0,0,0,0,0,0,0,0,0,0
Better Focus on Improving Umpiring Standards than Dhoni Gloves   #DhoniKeepsTheGlove @ICC @cricketworldcup @msdhoni,eng,hasoc_en_267,0,0,0,0,0,0,0,0,0,0,0,0
He’s a LIAR 🤥  McGahn needs to testify before he’s destroyed and goes to prison.  Just saying.  #TrumpIsATraitor #TraitorTrump https://t.co/Os0A2n9CH5,eng,hasoc_en_270,0,0,0,0,0,0,0,0,0,0,0,0
Today is a contest between   #SuperArmy vs #terroristNationPakistan  It's a war between #125Billionprayer  vs #RainGod  It will be #Walkover or #Washout  #India-6 vs #Terroristan-0 https://t.co/1kHZ1aU402,eng,hasoc_en_271,0,0,0,0,0,0,0,0,0,0,0,0
Dear @MamataOfficial    https://t.co/aDI7dCkqOy    #Bengal #NRSMedicalCollege #SaveTheDoctors #DoctorsProtest #DoctorsFightBack #DoctorStrike  @abpnewstv @republic @TimesNow @ZeeNewsHindi @Zee24Ghanta @CNNnews18 @IndiaToday @aajtak,eng,hasoc_en_272,0,0,0,0,0,0,0,0,0,0,0,0
Candle march by doctors of BHU to support the cause of NRSMC.Sir subderlal opd and elective ot also obesreved strike today on national protest day.#DoctorsFightBack #savethedoctors https://t.co/kjWPJT43lB,eng,hasoc_en_273,0,0,0,0,0,0,0,0,0,0,0,0
Is the #PrinceOfWhales Moby Dick wearing a crown?  @POTUS @realDonaldTrump #DonTheCon  #Dickhead,eng,hasoc_en_275,0,0,0,0,0,0,0,0,0,0,0,0
@MarkDavis @EllenLWeintraub Wrong! Try again... #FEC #FBI #MuellerReport #TrumpIsATraitor,eng,hasoc_en_276,0,0,0,0,0,0,0,0,0,0,0,0
@realDonaldTrump Uh huh Could you possibly be speaking of Lockheed? It was evident prior to your ' Prince of Whales' gaffe you are the epitome of spelling challenged.Of course will not believe this till it materializes   #LiarInChief   #TrumpIsATraitor,eng,hasoc_en_277,0,0,0,0,0,0,0,0,0,0,0,0
@NotoriusNormani @joncoopertweets I despise #TessTalley #murderer 😡,eng,hasoc_en_278,0,0,0,0,0,0,0,0,0,0,0,0
@MrsGandhi @harish_purohit @MamataOfficial #DoctorStrike   #DoctorsFightBack   Vs  Aparna Sen and Kaushik Sen intellectuals gangs in #WestBengal     Explained such way   👇👇👇 https://t.co/O2u0KmA1sn,eng,hasoc_en_279,0,0,0,0,0,0,0,0,0,0,0,0
#Trumpanzees love him because he is just like them. #fucktrump #despotus https://t.co/I96pHfHIXp,eng,hasoc_en_282,0,0,0,0,0,0,0,0,0,0,0,0
3 yrs old girl raped and body burnt ☹️☹️☹️☹️  (Twinkle Sharma)    #rapist  #cutthepenisoff  #pennepenis,eng,hasoc_en_283,0,0,0,0,0,0,0,0,0,0,0,0
Name calling works!!!  #DotardDonald #LiarTrump #DerangedDonald #BullyTrump #DesperateDonald #IdiotTrump but you’ve got to tell the truth or it doesn’t. @SpeakerPelosi isn’t nervous. You are. It’s called #Projection and Donny? It’s okay. You’re right to be nervous. #FuckTrump https://t.co/Wp9oKbYFAh,eng,hasoc_en_284,0,0,0,0,0,0,1,0,0,0,1,1
@GOP @realDonaldTrump 🤮🤮🤮   It would appear that the entire @GOP iso the take from Russia.  Why have you turned your back on America?  #TrumpIsATraitor   #Russia   #GOPLovesRussia,eng,hasoc_en_285,0,0,0,0,0,0,0,0,0,0,0,0
